timestamp,merchant_id,customer_id,amount,day_of_week,hour,is_weekend,is_holiday
2023-01-02 13:47:00,5,9,32.25,0,13,False,False
2023-01-02 13:48:00,4,39,8.38,0,13,False,False
2023-01-02 14:15:00,5,45,15.46,0,14,False,False
2023-01-02 14:18:00,4,2,11.41,0,14,False,False
2023-01-02 14:40:00,3,8,10.37,0,14,False,False
2023-01-02 14:53:00,1,7,56.13,0,14,False,False
2023-01-02 14:58:00,3,44,5.35,0,14,False,False
2023-01-02 14:58:00,1,39,105.38,0,14,False,False
2023-01-02 15:05:00,1,42,46.38,0,15,False,False
2023-01-02 15:14:00,5,16,60.3,0,15,False,False
2023-01-02 15:18:00,3,35,12.75,0,15,False,False
2023-01-02 15:32:00,4,30,17.44,0,15,False,False
2023-01-02 15:38:00,3,10,4.83,0,15,False,False
2023-01-02 15:39:00,5,38,11.99,0,15,False,False
2023-01-02 15:51:00,1,18,33.19,0,15,False,False
2023-01-02 15:56:00,5,50,74.04,0,15,False,False
2023-01-02 16:04:00,2,5,6.48,0,16,False,False
2023-01-02 16:05:00,2,29,13.61,0,16,False,False
2023-01-02 16:06:00,4,39,16.86,0,16,False,False
2023-01-02 16:10:00,5,34,4.86,0,16,False,False
2023-01-02 17:15:00,4,43,34.72,0,17,False,False
2023-01-02 17:31:00,4,45,9.32,0,17,False,False
2023-01-02 18:03:00,2,23,15.69,0,18,False,False
2023-01-02 18:27:00,4,5,12.14,0,18,False,False
2023-01-02 19:31:00,2,30,8.73,0,19,False,False
2023-01-02 23:22:00,1,6,21.9,0,23,False,False
2023-01-03 07:32:00,5,46,21.75,1,7,False,False
2023-01-03 08:32:00,4,44,18.32,1,8,False,False
2023-01-03 08:44:00,2,4,12.83,1,8,False,False
2023-01-03 09:32:00,3,29,35.7,1,9,False,False
2023-01-03 09:34:00,4,23,135.55,1,9,False,False
2023-01-03 09:47:00,1,6,29.83,1,9,False,False
2023-01-03 09:55:00,1,32,70.24,1,9,False,False
2023-01-03 10:03:00,3,42,6.25,1,10,False,False
2023-01-03 10:19:00,2,18,29.4,1,10,False,False
2023-01-03 10:19:00,4,15,8.38,1,10,False,False
2023-01-03 10:22:00,2,40,5.73,1,10,False,False
2023-01-03 10:22:00,1,32,11.99,1,10,False,False
2023-01-03 10:24:00,2,9,82.69,1,10,False,False
2023-01-03 10:49:00,1,37,64.92,1,10,False,False
2023-01-03 11:17:00,2,10,30.78,1,11,False,False
2023-01-03 11:41:00,3,20,5.21,1,11,False,False
2023-01-03 12:24:00,5,6,18.98,1,12,False,False
2023-01-03 13:33:00,3,48,29.83,1,13,False,False
2023-01-03 13:40:00,3,3,26.29,1,13,False,False
2023-01-03 13:43:00,5,42,3.49,1,13,False,False
2023-01-03 13:52:00,5,11,9.06,1,13,False,False
2023-01-03 14:16:00,4,43,19.78,1,14,False,False
2023-01-03 14:21:00,4,17,36.06,1,14,False,False
2023-01-03 14:34:00,3,32,2.35,1,14,False,False
2023-01-03 14:39:00,3,4,17.93,1,14,False,False
2023-01-03 14:53:00,1,4,24.33,1,14,False,False
2023-01-03 15:08:00,1,17,47.38,1,15,False,False
2023-01-03 15:23:00,4,41,40.5,1,15,False,False
2023-01-03 15:28:00,4,19,36.27,1,15,False,False
2023-01-03 15:32:00,1,5,9.1,1,15,False,False
2023-01-03 15:45:00,1,32,3.01,1,15,False,False
2023-01-03 15:51:00,2,22,13.67,1,15,False,False
2023-01-03 16:03:00,2,6,53.42,1,16,False,False
2023-01-03 16:18:00,1,35,79.04,1,16,False,False
2023-01-03 16:21:00,2,22,39.93,1,16,False,False
2023-01-03 16:30:00,5,1,30.14,1,16,False,False
2023-01-03 16:36:00,4,20,28.68,1,16,False,False
2023-01-03 16:37:00,4,22,11.25,1,16,False,False
2023-01-03 17:16:00,1,48,16.87,1,17,False,False
2023-01-03 17:25:00,3,11,102.0,1,17,False,False
2023-01-03 17:26:00,1,13,7.49,1,17,False,False
2023-01-03 17:40:00,2,42,96.61,1,17,False,False
2023-01-03 17:47:00,3,3,13.93,1,17,False,False
2023-01-03 19:01:00,2,9,72.33,1,19,False,False
2023-01-03 19:02:00,5,12,4.71,1,19,False,False
2023-01-03 19:46:00,2,23,34.53,1,19,False,False
2023-01-03 23:00:00,5,14,10.56,1,23,False,False
2023-01-03 23:54:00,5,33,5.36,1,23,False,False
2023-01-04 01:32:00,2,18,30.03,2,1,False,False
2023-01-04 05:16:00,2,49,74.03,2,5,False,False
2023-01-04 07:15:00,5,41,11.59,2,7,False,False
2023-01-04 07:25:00,3,9,6.03,2,7,False,False
2023-01-04 09:57:00,5,23,23.66,2,9,False,False
2023-01-04 10:28:00,4,10,23.0,2,10,False,False
2023-01-04 11:44:00,5,19,41.77,2,11,False,False
2023-01-04 12:22:00,3,47,59.7,2,12,False,False
2023-01-04 12:31:00,4,5,21.77,2,12,False,False
2023-01-04 12:33:00,1,47,147.71,2,12,False,False
2023-01-04 12:50:00,1,23,28.9,2,12,False,False
2023-01-04 12:51:00,3,30,16.34,2,12,False,False
2023-01-04 12:54:00,5,25,4.61,2,12,False,False
2023-01-04 12:59:00,2,28,17.76,2,12,False,False
2023-01-04 13:25:00,3,34,15.76,2,13,False,False
2023-01-04 14:31:00,4,45,55.1,2,14,False,False
2023-01-04 14:31:00,4,48,33.49,2,14,False,False
2023-01-04 14:41:00,1,47,6.48,2,14,False,False
2023-01-04 14:43:00,4,25,25.05,2,14,False,False
2023-01-04 14:55:00,3,10,41.28,2,14,False,False
2023-01-04 14:56:00,4,14,97.2,2,14,False,False
2023-01-04 15:21:00,3,42,49.21,2,15,False,False
2023-01-04 15:32:00,2,46,43.35,2,15,False,False
2023-01-04 15:44:00,1,30,21.51,2,15,False,False
2023-01-04 16:08:00,4,41,28.93,2,16,False,False
2023-01-04 16:23:00,3,25,68.44,2,16,False,False
2023-01-04 16:24:00,5,14,5.17,2,16,False,False
2023-01-04 16:45:00,1,35,13.83,2,16,False,False
2023-01-04 16:52:00,2,48,9.06,2,16,False,False
2023-01-04 17:00:00,3,34,28.08,2,17,False,False
2023-01-04 17:35:00,2,10,65.76,2,17,False,False
2023-01-04 18:15:00,2,35,10.5,2,18,False,False
2023-01-04 18:21:00,4,11,1.75,2,18,False,False
2023-01-04 18:36:00,4,11,12.64,2,18,False,False
2023-01-04 19:41:00,3,21,47.91,2,19,False,False
2023-01-04 20:28:00,5,21,33.59,2,20,False,False
2023-01-04 20:43:00,3,22,30.11,2,20,False,False
2023-01-04 21:25:00,5,45,15.31,2,21,False,False
2023-01-04 21:39:00,2,7,5.64,2,21,False,False
2023-01-04 21:39:00,1,17,33.91,2,21,False,False
2023-01-04 23:54:00,3,2,9.58,2,23,False,False
2023-01-05 08:19:00,3,12,236.08,3,8,False,False
2023-01-05 08:31:00,5,42,47.02,3,8,False,False
2023-01-05 08:49:00,2,18,14.87,3,8,False,False
2023-01-05 09:24:00,2,11,14.07,3,9,False,False
2023-01-05 09:28:00,5,16,23.64,3,9,False,False
2023-01-05 09:50:00,2,49,20.41,3,9,False,False
2023-01-05 09:57:00,4,18,79.25,3,9,False,False
2023-01-05 10:04:00,1,35,30.25,3,10,False,False
2023-01-05 11:03:00,3,26,11.61,3,11,False,False
2023-01-05 11:27:00,1,16,159.85,3,11,False,False
2023-01-05 11:48:00,3,6,25.36,3,11,False,False
2023-01-05 11:48:00,4,44,52.07,3,11,False,False
2023-01-05 11:48:00,2,43,13.14,3,11,False,False
2023-01-05 11:50:00,5,47,34.71,3,11,False,False
2023-01-05 11:58:00,4,47,32.95,3,11,False,False
2023-01-05 12:07:00,1,48,3.49,3,12,False,False
2023-01-05 13:18:00,5,42,165.5,3,13,False,False
2023-01-05 13:34:00,2,12,80.19,3,13,False,False
2023-01-05 14:11:00,4,13,14.18,3,14,False,False
2023-01-05 14:28:00,5,4,7.0,3,14,False,False
2023-01-05 14:36:00,4,39,29.85,3,14,False,False
2023-01-05 14:48:00,4,2,23.0,3,14,False,False
2023-01-05 15:00:00,2,26,28.91,3,15,False,False
2023-01-05 15:03:00,3,27,24.54,3,15,False,False
2023-01-05 15:11:00,5,27,33.61,3,15,False,False
2023-01-05 15:37:00,2,15,86.13,3,15,False,False
2023-01-05 15:38:00,4,8,35.75,3,15,False,False
2023-01-05 15:51:00,2,7,7.09,3,15,False,False
2023-01-05 16:12:00,3,47,76.64,3,16,False,False
2023-01-05 16:23:00,5,46,101.2,3,16,False,False
2023-01-05 16:34:00,3,40,458.78,3,16,False,False
2023-01-05 16:35:00,1,12,6.38,3,16,False,False
2023-01-05 17:15:00,5,13,24.5,3,17,False,False
2023-01-05 17:16:00,3,43,2.4,3,17,False,False
2023-01-05 17:18:00,4,17,33.41,3,17,False,False
2023-01-05 17:22:00,5,17,11.11,3,17,False,False
2023-01-05 17:28:00,5,36,131.54,3,17,False,False
2023-01-05 17:56:00,2,21,8.86,3,17,False,False
2023-01-05 17:57:00,4,8,3.55,3,17,False,False
2023-01-05 18:20:00,1,5,11.91,3,18,False,False
2023-01-05 18:31:00,3,26,2.65,3,18,False,False
2023-01-05 18:32:00,2,16,40.44,3,18,False,False
2023-01-05 19:51:00,3,36,2.44,3,19,False,False
2023-01-05 19:55:00,1,28,19.77,3,19,False,False
2023-01-05 19:57:00,1,29,2.41,3,19,False,False
2023-01-05 20:32:00,5,47,14.24,3,20,False,False
2023-01-05 20:33:00,1,12,101.48,3,20,False,False
2023-01-05 21:46:00,3,37,29.05,3,21,False,False
2023-01-05 22:35:00,4,30,8.89,3,22,False,False
2023-01-06 04:38:00,4,23,25.76,4,4,False,False
2023-01-06 06:19:00,5,16,27.61,4,6,False,False
2023-01-06 07:59:00,3,14,43.28,4,7,False,False
2023-01-06 08:59:00,3,10,6.77,4,8,False,False
2023-01-06 09:44:00,1,7,46.91,4,9,False,False
2023-01-06 10:02:00,3,45,1.68,4,10,False,False
2023-01-06 10:40:00,2,37,13.37,4,10,False,False
2023-01-06 10:45:00,1,29,15.41,4,10,False,False
2023-01-06 10:57:00,2,3,47.3,4,10,False,False
2023-01-06 12:05:00,5,15,23.63,4,12,False,False
2023-01-06 12:19:00,4,36,5.66,4,12,False,False
2023-01-06 12:24:00,5,47,8.63,4,12,False,False
2023-01-06 12:26:00,4,46,28.18,4,12,False,False
2023-01-06 12:36:00,5,19,21.34,4,12,False,False
2023-01-06 13:48:00,3,13,12.36,4,13,False,False
2023-01-06 13:57:00,2,42,13.64,4,13,False,False
2023-01-06 13:57:00,4,21,44.25,4,13,False,False
2023-01-06 14:35:00,1,37,12.57,4,14,False,False
2023-01-06 14:35:00,2,27,19.31,4,14,False,False
2023-01-06 14:36:00,1,29,184.7,4,14,False,False
2023-01-06 14:37:00,2,20,5.08,4,14,False,False
2023-01-06 14:46:00,2,25,3.31,4,14,False,False
2023-01-06 15:12:00,5,6,44.35,4,15,False,False
2023-01-06 15:17:00,4,36,10.28,4,15,False,False
2023-01-06 15:24:00,4,2,14.74,4,15,False,False
2023-01-06 15:34:00,2,22,9.28,4,15,False,False
2023-01-06 15:57:00,3,32,15.62,4,15,False,False
2023-01-06 16:01:00,3,16,97.03,4,16,False,False
2023-01-06 17:00:00,1,18,42.86,4,17,False,False
2023-01-06 17:27:00,1,5,45.52,4,17,False,False
2023-01-06 18:06:00,5,36,4.63,4,18,False,False
2023-01-06 18:15:00,2,30,6.03,4,18,False,False
2023-01-06 18:30:00,1,45,1.12,4,18,False,False
2023-01-06 19:09:00,1,19,8.55,4,19,False,False
2023-01-06 19:12:00,2,23,50.03,4,19,False,False
2023-01-06 19:30:00,5,34,32.23,4,19,False,False
2023-01-06 21:22:00,1,13,16.23,4,21,False,False
2023-01-06 22:07:00,5,43,20.62,4,22,False,False
2023-01-07 04:27:00,4,29,25.45,5,4,True,False
2023-01-07 06:14:00,5,36,62.86,5,6,True,False
2023-01-07 06:46:00,3,22,110.16,5,6,True,False
2023-01-07 07:23:00,3,47,10.15,5,7,True,False
2023-01-07 08:33:00,5,36,68.39,5,8,True,False
2023-01-07 09:21:00,3,9,127.14,5,9,True,False
2023-01-07 09:53:00,4,39,33.04,5,9,True,False
2023-01-07 10:03:00,2,19,99.17,5,10,True,False
2023-01-07 10:12:00,3,38,821.18,5,10,True,False
2023-01-07 11:00:00,3,6,43.46,5,11,True,False
2023-01-07 11:14:00,5,47,71.49,5,11,True,False
2023-01-07 11:20:00,4,15,23.06,5,11,True,False
2023-01-07 11:41:00,2,20,57.83,5,11,True,False
2023-01-07 11:44:00,5,9,76.44,5,11,True,False
2023-01-07 11:44:00,5,32,58.62,5,11,True,False
2023-01-07 12:25:00,4,4,17.03,5,12,True,False
2023-01-07 12:31:00,2,50,58.02,5,12,True,False
2023-01-07 12:33:00,4,18,203.69,5,12,True,False
2023-01-07 12:46:00,2,5,73.93,5,12,True,False
2023-01-07 12:53:00,4,20,123.52,5,12,True,False
2023-01-07 12:59:00,5,23,37.24,5,12,True,False
2023-01-07 13:00:00,5,11,97.71,5,13,True,False
2023-01-07 13:04:00,1,37,61.03,5,13,True,False
2023-01-07 13:07:00,3,22,17.84,5,13,True,False
2023-01-07 13:12:00,4,4,63.48,5,13,True,False
2023-01-07 13:28:00,1,29,17.12,5,13,True,False
2023-01-07 13:48:00,3,44,24.51,5,13,True,False
2023-01-07 13:53:00,4,34,55.78,5,13,True,False
2023-01-07 13:56:00,2,13,62.14,5,13,True,False
2023-01-07 14:25:00,3,42,13.76,5,14,True,False
2023-01-07 14:29:00,5,9,129.66,5,14,True,False
2023-01-07 14:50:00,1,42,80.07,5,14,True,False
2023-01-07 14:52:00,3,31,22.34,5,14,True,False
2023-01-07 15:04:00,3,7,9.53,5,15,True,False
2023-01-07 15:18:00,5,4,38.38,5,15,True,False
2023-01-07 15:24:00,4,19,28.4,5,15,True,False
2023-01-07 15:28:00,2,42,49.67,5,15,True,False
2023-01-07 15:32:00,5,30,30.85,5,15,True,False
2023-01-07 15:39:00,2,31,5.96,5,15,True,False
2023-01-07 15:42:00,4,35,30.08,5,15,True,False
2023-01-07 15:46:00,3,21,32.68,5,15,True,False
2023-01-07 16:01:00,2,31,82.39,5,16,True,False
2023-01-07 16:46:00,1,19,21.75,5,16,True,False
2023-01-07 16:46:00,1,31,234.28,5,16,True,False
2023-01-07 16:55:00,5,32,6.46,5,16,True,False
2023-01-07 17:04:00,4,2,160.74,5,17,True,False
2023-01-07 17:26:00,5,10,34.62,5,17,True,False
2023-01-07 17:36:00,5,2,102.33,5,17,True,False
2023-01-07 17:51:00,5,2,46.92,5,17,True,False
2023-01-07 17:53:00,1,24,135.39,5,17,True,False
2023-01-07 17:56:00,1,17,29.41,5,17,True,False
2023-01-07 18:21:00,5,32,14.39,5,18,True,False
2023-01-07 18:29:00,1,16,178.75,5,18,True,False
2023-01-07 18:31:00,4,16,38.55,5,18,True,False
2023-01-07 18:33:00,5,46,53.89,5,18,True,False
2023-01-07 18:55:00,1,39,148.45,5,18,True,False
2023-01-07 19:10:00,2,31,15.44,5,19,True,False
2023-01-07 19:13:00,5,43,78.58,5,19,True,False
2023-01-07 19:22:00,5,24,24.02,5,19,True,False
2023-01-07 20:59:00,4,1,38.31,5,20,True,False
2023-01-07 21:08:00,3,11,47.69,5,21,True,False
2023-01-07 21:37:00,3,21,9.9,5,21,True,False
2023-01-07 23:10:00,4,4,21.19,5,23,True,False
2023-01-08 03:35:00,4,7,193.24,6,3,True,False
2023-01-08 05:50:00,4,26,123.92,6,5,True,False
2023-01-08 07:24:00,3,47,47.98,6,7,True,False
2023-01-08 08:21:00,4,50,64.63,6,8,True,False
2023-01-08 08:58:00,1,12,37.76,6,8,True,False
2023-01-08 09:24:00,5,31,194.31,6,9,True,False
2023-01-08 09:40:00,5,17,40.96,6,9,True,False
2023-01-08 10:01:00,2,33,62.05,6,10,True,False
2023-01-08 10:10:00,2,11,154.8,6,10,True,False
2023-01-08 10:23:00,5,28,22.62,6,10,True,False
2023-01-08 10:57:00,1,32,233.9,6,10,True,False
2023-01-08 11:29:00,3,1,10.44,6,11,True,False
2023-01-08 11:30:00,3,47,246.13,6,11,True,False
2023-01-08 11:43:00,1,28,33.23,6,11,True,False
2023-01-08 12:03:00,3,42,37.03,6,12,True,False
2023-01-08 13:16:00,4,7,6.97,6,13,True,False
2023-01-08 13:27:00,5,2,29.29,6,13,True,False
2023-01-08 13:36:00,5,42,16.32,6,13,True,False
2023-01-08 13:46:00,1,24,25.14,6,13,True,False
2023-01-08 13:56:00,3,4,40.24,6,13,True,False
2023-01-08 14:03:00,2,44,117.77,6,14,True,False
2023-01-08 14:37:00,2,19,55.62,6,14,True,False
2023-01-08 14:48:00,3,26,61.47,6,14,True,False
2023-01-08 14:54:00,2,11,15.11,6,14,True,False
2023-01-08 15:29:00,1,40,18.39,6,15,True,False
2023-01-08 15:42:00,1,50,268.02,6,15,True,False
2023-01-08 16:20:00,3,43,20.96,6,16,True,False
2023-01-08 16:23:00,2,11,229.08,6,16,True,False
2023-01-08 16:45:00,1,45,34.29,6,16,True,False
2023-01-08 16:56:00,1,3,43.82,6,16,True,False
2023-01-08 17:09:00,4,12,126.34,6,17,True,False
2023-01-08 18:39:00,4,3,154.06,6,18,True,False
2023-01-08 19:33:00,1,42,38.78,6,19,True,False
2023-01-08 19:35:00,3,27,29.38,6,19,True,False
2023-01-08 22:50:00,5,49,42.73,6,22,True,False
2023-01-08 23:07:00,5,2,64.72,6,23,True,False
2023-01-09 03:44:00,1,49,63.25,0,3,False,False
2023-01-09 05:44:00,1,16,27.09,0,5,False,False
2023-01-09 06:19:00,1,2,50.35,0,6,False,False
2023-01-09 06:43:00,3,30,139.56,0,6,False,False
2023-01-09 07:35:00,4,20,39.5,0,7,False,False
2023-01-09 07:39:00,1,38,36.84,0,7,False,False
2023-01-09 07:49:00,1,28,5.91,0,7,False,False
2023-01-09 08:51:00,2,25,1.91,0,8,False,False
2023-01-09 09:00:00,3,32,38.25,0,9,False,False
2023-01-09 09:54:00,1,10,23.59,0,9,False,False
2023-01-09 10:32:00,2,42,15.0,0,10,False,False
2023-01-09 12:01:00,5,40,29.47,0,12,False,False
2023-01-09 12:01:00,1,33,21.74,0,12,False,False
2023-01-09 12:09:00,1,13,71.35,0,12,False,False
2023-01-09 12:13:00,2,41,25.18,0,12,False,False
2023-01-09 12:20:00,3,42,10.94,0,12,False,False
2023-01-09 12:25:00,1,47,62.17,0,12,False,False
2023-01-09 12:36:00,5,37,18.59,0,12,False,False
2023-01-09 12:50:00,1,16,39.11,0,12,False,False
2023-01-09 13:01:00,5,45,13.68,0,13,False,False
2023-01-09 13:04:00,4,22,11.52,0,13,False,False
2023-01-09 13:05:00,4,20,24.0,0,13,False,False
2023-01-09 13:29:00,5,50,22.34,0,13,False,False
2023-01-09 13:35:00,3,43,35.64,0,13,False,False
2023-01-09 13:37:00,1,27,16.86,0,13,False,False
2023-01-09 13:37:00,1,41,3.52,0,13,False,False
2023-01-09 13:40:00,4,16,14.31,0,13,False,False
2023-01-09 13:59:00,5,34,48.79,0,13,False,False
2023-01-09 14:07:00,1,32,15.66,0,14,False,False
2023-01-09 14:11:00,1,26,16.48,0,14,False,False
2023-01-09 14:21:00,3,25,56.55,0,14,False,False
2023-01-09 14:34:00,2,2,10.35,0,14,False,False
2023-01-09 14:35:00,4,12,4.51,0,14,False,False
2023-01-09 14:36:00,4,40,17.96,0,14,False,False
2023-01-09 14:38:00,2,9,13.0,0,14,False,False
2023-01-09 14:59:00,1,12,8.02,0,14,False,False
2023-01-09 15:54:00,3,26,17.0,0,15,False,False
2023-01-09 16:10:00,3,9,32.07,0,16,False,False
2023-01-09 16:14:00,4,10,19.44,0,16,False,False
2023-01-09 16:19:00,3,32,26.67,0,16,False,False
2023-01-09 16:19:00,2,34,120.29,0,16,False,False
2023-01-09 16:23:00,1,48,13.92,0,16,False,False
2023-01-09 16:25:00,2,20,25.92,0,16,False,False
2023-01-09 17:05:00,5,39,11.55,0,17,False,False
2023-01-09 17:17:00,4,2,8.24,0,17,False,False
2023-01-09 17:26:00,3,1,10.71,0,17,False,False
2023-01-09 17:50:00,5,36,11.91,0,17,False,False
2023-01-09 18:03:00,3,24,27.34,0,18,False,False
2023-01-09 18:14:00,1,27,199.89,0,18,False,False
2023-01-09 18:38:00,1,2,9.32,0,18,False,False
2023-01-09 18:54:00,1,31,12.58,0,18,False,False
2023-01-09 20:10:00,3,14,18.42,0,20,False,False
2023-01-09 20:25:00,5,2,29.15,0,20,False,False
2023-01-09 20:53:00,1,29,25.54,0,20,False,False
2023-01-09 21:31:00,5,15,73.16,0,21,False,False
2023-01-09 22:09:00,3,12,1.86,0,22,False,False
2023-01-09 22:32:00,5,37,1.94,0,22,False,False
2023-01-09 23:04:00,3,28,13.43,0,23,False,False
2023-01-10 00:03:00,3,20,69.2,1,0,False,False
2023-01-10 04:37:00,4,39,5.55,1,4,False,False
2023-01-10 07:43:00,3,24,1.33,1,7,False,False
2023-01-10 08:26:00,3,21,47.05,1,8,False,False
2023-01-10 08:33:00,2,10,33.91,1,8,False,False
2023-01-10 09:19:00,1,46,8.72,1,9,False,False
2023-01-10 09:39:00,4,14,9.68,1,9,False,False
2023-01-10 10:18:00,4,37,9.52,1,10,False,False
2023-01-10 10:20:00,4,18,28.04,1,10,False,False
2023-01-10 11:29:00,2,24,12.9,1,11,False,False
2023-01-10 11:50:00,3,14,39.56,1,11,False,False
2023-01-10 12:27:00,1,34,1.33,1,12,False,False
2023-01-10 12:51:00,5,12,9.81,1,12,False,False
2023-01-10 12:56:00,3,22,7.49,1,12,False,False
2023-01-10 12:58:00,2,6,17.88,1,12,False,False
2023-01-10 13:06:00,3,36,12.88,1,13,False,False
2023-01-10 13:25:00,3,45,48.99,1,13,False,False
2023-01-10 13:28:00,2,36,3.44,1,13,False,False
2023-01-10 13:51:00,4,22,23.09,1,13,False,False
2023-01-10 13:59:00,4,14,38.55,1,13,False,False
2023-01-10 14:03:00,1,16,135.02,1,14,False,False
2023-01-10 14:10:00,1,36,13.03,1,14,False,False
2023-01-10 14:17:00,4,25,29.17,1,14,False,False
2023-01-10 14:21:00,5,32,3.47,1,14,False,False
2023-01-10 14:29:00,3,33,1.93,1,14,False,False
2023-01-10 14:41:00,5,45,49.09,1,14,False,False
2023-01-10 14:42:00,3,36,20.97,1,14,False,False
2023-01-10 14:53:00,4,20,68.53,1,14,False,False
2023-01-10 15:00:00,1,18,5.13,1,15,False,False
2023-01-10 15:38:00,1,38,34.07,1,15,False,False
2023-01-10 15:45:00,5,3,131.28,1,15,False,False
2023-01-10 15:48:00,1,23,30.82,1,15,False,False
2023-01-10 16:04:00,4,32,25.87,1,16,False,False
2023-01-10 16:31:00,5,45,19.79,1,16,False,False
2023-01-10 16:40:00,3,16,4.08,1,16,False,False
2023-01-10 16:46:00,1,5,76.1,1,16,False,False
2023-01-10 17:10:00,2,4,10.43,1,17,False,False
2023-01-10 17:39:00,1,21,31.83,1,17,False,False
2023-01-10 17:48:00,3,40,4.03,1,17,False,False
2023-01-10 18:13:00,5,14,5.87,1,18,False,False
2023-01-10 18:49:00,3,39,80.14,1,18,False,False
2023-01-10 19:50:00,2,31,13.58,1,19,False,False
2023-01-10 21:27:00,4,14,86.64,1,21,False,False
2023-01-10 21:27:00,1,6,18.73,1,21,False,False
2023-01-10 21:53:00,5,12,3.21,1,21,False,False
2023-01-10 23:12:00,4,16,53.83,1,23,False,False
2023-01-10 23:20:00,3,17,12.23,1,23,False,False
2023-01-10 23:28:00,5,45,44.36,1,23,False,False
2023-01-11 02:39:00,4,23,25.75,2,2,False,False
2023-01-11 06:32:00,5,14,5.79,2,6,False,False
2023-01-11 06:51:00,2,7,31.96,2,6,False,False
